Match Number,Round Number,Date,Location,Home Team,Away Team,Result
882,20,05/03/2024 02:00,Delta Center,Utah Jazz,Washington Wizards,127 - 115
883,20,05/03/2024 03:00,Golden 1 Center,Sacramento Kings,Chicago Bulls,109 - 113
884,20,05/03/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,116 - 104
885,20,06/03/2024 00:00,Spectrum Center,Charlotte Hornets,Orlando Magic,89 - 101
886,20,06/03/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,105 - 104
887,20,06/03/2024 00:30,Barclays Center,Brooklyn Nets,Philadelphia 76ers,112 - 107
888,20,06/03/2024 00:30,Kaseya Center,Miami Heat,Detroit Pistons,118 - 110
889,20,06/03/2024 00:30,Madison Square Garden,New York Knicks,Atlanta Hawks,100 - 116
890,20,06/03/2024 00:30,Scotiabank Arena,Toronto Raptors,New Orleans Pelicans,98 - 139
891,20,06/03/2024 01:00,Toyota Center,Houston Rockets,San Antonio Spurs,114 - 101
892,20,06/03/2024 01:30,American Airlines Center,Dallas Mavericks,Indiana Pacers,120 - 137
893,20,06/03/2024 03:00,Ball Arena,Denver Nuggets,Phoenix Suns,107 - 117
894,20,07/03/2024 00:00,Capital One Arena,Washington Wizards,Orlando Magic,109 - 119
895,20,07/03/2024 00:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,112 - 101
896,20,07/03/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,109 - 115
897,20,07/03/2024 00:30,Toyota Center,Houston Rockets,LA Clippers,116 - 122
898,20,07/03/2024 02:00,Delta Center,Utah Jazz,Chicago Bulls,117 - 119
899,20,07/03/2024 03:00,Chase Center,Golden State Warriors,Milwaukee Bucks,125 - 90
900,20,07/03/2024 03:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,120 - 128
901,20,07/03/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,120 - 130
902,20,08/03/2024 00:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,
903,20,08/03/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Minnesota Timberwolves,
904,20,08/03/2024 00:30,American Airlines Center,Dallas Mavericks,Miami Heat,
905,20,08/03/2024 02:00,Footprint Center,Phoenix Suns,Toronto Raptors,
906,20,08/03/2024 03:00,Ball Arena,Denver Nuggets,Boston Celtics,
907,20,08/03/2024 03:00,Chase Center,Golden State Warriors,Chicago Bulls,
908,20,08/03/2024 03:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
909,20,09/03/2024 00:00,Wells Fargo Center,Philadelphia 76ers,New Orleans Pelicans,
910,20,09/03/2024 00:00,Capital One Arena,Washington Wizards,Charlotte Hornets,
911,20,09/03/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Minnesota Timberwolves,
912,20,09/03/2024 00:30,Madison Square Garden,New York Knicks,Orlando Magic,
913,20,09/03/2024 01:00,FedExForum,Memphis Grizzlies,Atlanta Hawks,
914,20,09/03/2024 01:00,Paycom Center,Oklahoma City Thunder,Miami Heat,
915,20,09/03/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Milwaukee Bucks,
916,20,09/03/2024 03:00,Moda Center,Portland Trail Blazers,Houston Rockets,
917,20,09/03/2024 21:00,Crypto.com Arena,LA Clippers,Chicago Bulls,
918,20,10/03/2024 00:00,Spectrum Center,Charlotte Hornets,Brooklyn Nets,
919,20,10/03/2024 00:00,Little Caesars Arena,Detroit Pistons,Dallas Mavericks,
920,20,10/03/2024 01:30,Footprint Center,Phoenix Suns,Boston Celtics,
921,20,10/03/2024 01:30,Chase Center,Golden State Warriors,San Antonio Spurs,
922,20,10/03/2024 02:00,Ball Arena,Denver Nuggets,Utah Jazz,
923,20,10/03/2024 03:00,Moda Center,Portland Trail Blazers,Toronto Raptors,
924,20,10/03/2024 19:00,Crypto.com Arena,LA Clippers,Milwaukee Bucks,
925,20,10/03/2024 22:00,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,
926,20,10/03/2024 22:00,Kaseya Center,Miami Heat,Washington Wizards,
928,20,10/03/2024 22:00,Kia Center,Orlando Magic,Indiana Pacers,
929,20,10/03/2024 22:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
927,20,10/03/2024 23:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,
930,20,10/03/2024 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Brooklyn Nets,
931,20,10/03/2024 23:00,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
932,20,11/03/2024 01:30,Crypto.com Arena,Los Angeles Lakers,Minnesota Timberwolves,
933,21,11/03/2024 23:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
934,21,11/03/2024 23:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Phoenix Suns,
935,21,12/03/2024 00:00,United Center,Chicago Bulls,Dallas Mavericks,
936,21,12/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Golden State Warriors,
